Freq (Hz),Real,Imaginary
242.0000000000,-3.1372000000,-2.9304000000
244.0000000000,-2.9225000000,-3.1809000000
246.0000000000,-2.6978000000,-3.4115000000
248.0000000000,-2.4553000000,-3.6581000000
250.0000000000,-2.1909000000,-3.8728000000
252.0000000000,-1.8887000000,-4.0596000000
254.0000000000,-1.5666000000,-4.2744000000
256.0000000000,-1.2525000000,-4.4354000000
258.0000000000,-0.8876700000,-4.5706000000
260.0000000000,-0.5320100000,-4.6978000000
262.0000000000,-0.1691800000,-4.7813000000
264.0000000000,0.2397600000,-4.8509000000
266.0000000000,0.6188900000,-4.9046000000
268.0000000000,1.0026000000,-4.9245000000
270.0000000000,1.4076000000,-4.9125000000
271.0000000000,1.8270000000,-4.8907000000
273.0000000000,2.2187000000,-4.8191000000
275.0000000000,2.6302000000,-4.7276000000
277.0000000000,3.0318000000,-4.6322000000
279.0000000000,3.4195000000,-4.4692000000
281.0000000000,3.8032000000,-4.2604000000
283.0000000000,4.2008000000,-4.0517000000
285.0000000000,4.5686000000,-3.8171000000
287.0000000000,4.9105000000,-3.5865000000
289.0000000000,5.2545000000,-3.2863000000
291.0000000000,5.5885000000,-2.9463000000
293.0000000000,5.8688000000,-2.6103000000
295.0000000000,6.1431000000,-2.2346000000
297.0000000000,6.4095000000,-1.8469000000
299.0000000000,6.6243000000,-1.4175000000
301.0000000000,6.8151000000,-0.9992000000
303.0000000000,6.9682000000,-0.5232600000
305.0000000000,7.0994000000,-0.0346980000
307.0000000000,7.1988000000,0.4825000000
309.0000000000,7.2465000000,0.9672000000
311.0000000000,7.2584000000,1.5089000000
313.0000000000,7.2445000000,2.0497000000
314.0000000000,7.2048000000,2.6103000000
316.0000000000,7.0795000000,3.1650000000
318.0000000000,6.9344000000,3.7018000000
320.0000000000,6.7893000000,4.2505000000
322.0000000000,6.5746000000,4.7932000000
324.0000000000,6.3101000000,5.2883000000
326.0000000000,6.0338000000,5.8767000000
328.0000000000,5.7078000000,6.4115000000
330.0000000000,5.3598000000,6.9006000000
332.0000000000,4.8966000000,7.4294000000
334.0000000000,4.4235000000,7.8887000000
336.0000000000,3.9423000000,8.3340000000
338.0000000000,3.3857000000,8.7594000000
340.0000000000,2.8290000000,9.1869000000
342.0000000000,2.2545000000,9.5606000000
344.0000000000,1.6382000000,9.8748000000
346.0000000000,0.9626200000,10.2190000000
348.0000000000,0.2652100000,10.4970000000
350.0000000000,-0.4677900000,10.7160000000
352.0000000000,-1.1809000000,10.9150000000
354.0000000000,-1.9205000000,11.0740000000
355.0000000000,-2.7038000000,11.1530000000
357.0000000000,-3.4891000000,11.2130000000
359.0000000000,-4.2704000000,11.1930000000
361.0000000000,-5.0437000000,11.1330000000
363.0000000000,-5.8827000000,11.0340000000
365.0000000000,-6.6441000000,10.8950000000
367.0000000000,-7.4274000000,10.7160000000
369.0000000000,-8.2465000000,10.4970000000
371.0000000000,-8.9801000000,10.1990000000
373.0000000000,-9.7435000000,9.8628000000
375.0000000000,-10.4570000000,9.4930000000
377.0000000000,-11.2330000000,9.0318000000
379.0000000000,-11.9680000000,8.5209000000
381.0000000000,-12.6840000000,7.9165000000
383.0000000000,-13.3000000000,7.3340000000
385.0000000000,-13.8970000000,6.7018000000
387.0000000000,-14.4330000000,5.9781000000
389.0000000000,-15.0300000000,5.2664000000
391.0000000000,-15.5860000000,4.5229000000
393.0000000000,-15.9640000000,3.6799000000
395.0000000000,-16.4210000000,2.8628000000
396.0000000000,-16.7400000000,1.9662000000
398.0000000000,-17.0380000000,0.9656100000
400.0000000000,-17.2560000000,-0.0045129000
402.0000000000,-17.5350000000,-0.9202800000
404.0000000000,-17.6140000000,-1.8569000000
406.0000000000,-17.6940000000,-2.8946000000
408.0000000000,-17.6540000000,-3.9344000000
410.0000000000,-17.5550000000,-5.0437000000
412.0000000000,-17.5150000000,-6.0497000000
414.0000000000,-17.4350000000,-6.9602000000
416.0000000000,-17.2170000000,-8.0457000000
418.0000000000,-16.8190000000,-8.9881000000
420.0000000000,-16.3820000000,-9.9523000000
422.0000000000,-15.9440000000,-10.9340000000
424.0000000000,-15.3080000000,-11.8490000000
426.0000000000,-14.7510000000,-12.7440000000
428.0000000000,-14.1550000000,-13.7970000000
430.0000000000,-13.6180000000,-14.6720000000
432.0000000000,-12.9030000000,-15.5470000000
434.0000000000,-12.0480000000,-16.2620000000
436.0000000000,-11.2130000000,-16.8990000000
438.0000000000,-10.4970000000,-17.3360000000
439.0000000000,-9.5308000000,-18.0120000000
441.0000000000,-8.5149000000,-18.6080000000
