Freq (Hz),Real,Imaginary
2.5000E+02,-1.5361E-01,2.7738E+00
2.5200E+02,-3.3536E-01,2.7833E+00
2.5400E+02,-5.4506E-01,2.8384E+00
2.5600E+02,-7.1369E-01,2.8517E+00
2.5800E+02,-9.3099E-01,2.8422E+00
2.6000E+02,-1.1198E+00,2.8365E+00
2.6200E+02,-1.2966E+00,2.8023E+00
2.6400E+02,-1.5114E+00,2.7757E+00
2.6600E+02,-1.6863E+00,2.7529E+00
2.6800E+02,-1.8593E+00,2.6958E+00
2.7000E+02,-2.0494E+00,2.6388E+00
2.7100E+02,-2.2548E+00,2.5817E+00
2.7300E+02,-2.4163E+00,2.5057E+00
2.7500E+02,-2.5913E+00,2.4297E+00
2.7700E+02,-2.7662E+00,2.3555E+00
2.7900E+02,-2.9144E+00,2.2357E+00
2.8100E+02,-3.0894E+00,2.0817E+00
2.8300E+02,-3.2529E+00,1.9582E+00
2.8500E+02,-3.4163E+00,1.8251E+00
2.8700E+02,-3.5380E+00,1.7376E+00
2.8900E+02,-3.6863E+00,1.6065E+00
2.9100E+02,-3.8840E+00,1.4278E+00
2.9300E+02,-3.9715E+00,1.2814E+00
2.9500E+02,-4.0703E+00,1.1236E+00
2.9700E+02,-4.2091E+00,9.5798E-01
2.9900E+02,-4.2852E+00,7.4677E-01
3.0100E+02,-4.3479E+00,5.9011E-01
3.0300E+02,-4.3954E+00,3.6578E-01
3.0500E+02,-4.5038E+00,1.2321E-01
3.0700E+02,-4.5494E+00,-1.1610E-01
3.0900E+02,-4.5665E+00,-3.0114E-01
3.1100E+02,-4.5989E+00,-5.3878E-01
3.1300E+02,-4.6274E+00,-7.8175E-01
3.1400E+02,-4.6559E+00,-9.9240E-01
3.1600E+02,-4.5970E+00,-1.3327E+00
3.1800E+02,-4.5323E+00,-1.5532E+00
3.2000E+02,-4.5779E+00,-1.7719E+00
3.2200E+02,-4.5228E+00,-2.0475E+00
3.2400E+02,-4.3745E+00,-2.2414E+00
3.2600E+02,-4.3631E+00,-2.4924E+00
3.2800E+02,-4.3574E+00,-2.7129E+00
3.3000E+02,-4.2605E+00,-2.9582E+00
3.3200E+02,-4.1008E+00,-3.3156E+00
3.3400E+02,-3.9620E+00,-3.5817E+00
3.3600E+02,-3.8213E+00,-3.7795E+00
3.3800E+02,-3.6084E+00,-4.0437E+00
3.4000E+02,-3.5076E+00,-4.3422E+00
3.4200E+02,-3.3213E+00,-4.4905E+00
3.4400E+02,-3.0570E+00,-4.6635E+00
3.4600E+02,-2.9087E+00,-4.9525E+00
3.4800E+02,-2.6977E+00,-5.2548E+00
3.5000E+02,-2.4734E+00,-5.5456E+00
3.5200E+02,-2.2719E+00,-5.6540E+00
3.5400E+02,-1.9810E+00,-5.7776E+00
3.5500E+02,-1.7224E+00,-5.9981E+00
3.5700E+02,-1.4848E+00,-6.2852E+00
3.5900E+02,-1.1956E+00,-6.4449E+00
3.6100E+02,-7.8213E-01,-6.6255E+00
3.6300E+02,-3.4772E-01,-6.8612E+00
3.6500E+02,-6.3080E-02,-6.9886E+00
3.6700E+02,2.0266E-01,-7.1901E+00
3.6900E+02,3.9287E-01,-7.3080E+00
3.7100E+02,7.7719E-01,-7.3080E+00
3.7300E+02,1.1295E+00,-7.3688E+00
3.7500E+02,1.3992E+00,-7.3726E+00
3.7700E+02,1.5779E+00,-7.4582E+00
