Freq (Hz),Real,Imaginary
2.4800E+02,2.5852E+00,-4.5381E+00
2.5000E+02,3.0174E+00,-4.3596E+00
2.5200E+02,3.3921E+00,-4.1673E+00
2.5400E+02,3.7787E+00,-3.9274E+00
2.5600E+02,4.1931E+00,-3.6657E+00
2.5800E+02,4.5738E+00,-3.3763E+00
2.6000E+02,4.9405E+00,-3.0888E+00
2.6200E+02,5.2696E+00,-2.7201E+00
2.6400E+02,5.5274E+00,-2.3037E+00
2.6600E+02,5.7910E+00,-1.8735E+00
2.6800E+02,6.0468E+00,-1.4374E+00
2.7000E+02,6.2490E+00,-9.8949E-01
2.7100E+02,6.3997E+00,-5.0456E-01
2.7300E+02,6.5127E+00,1.0944E-02
2.7500E+02,6.5900E+00,5.2974E-01
2.7700E+02,6.6713E+00,1.0585E+00
2.7900E+02,6.6376E+00,1.6316E+00
2.8100E+02,6.5305E+00,2.1669E+00
2.8300E+02,6.4611E+00,2.7062E+00
2.8500E+02,6.3462E+00,3.2593E+00
2.8700E+02,6.1479E+00,3.8422E+00
2.8900E+02,5.9060E+00,4.3735E+00
2.9100E+02,5.5789E+00,4.9841E+00
2.9300E+02,5.2835E+00,5.5214E+00
2.9500E+02,4.9029E+00,5.9715E+00
2.9700E+02,4.4548E+00,6.4651E+00
2.9900E+02,3.9572E+00,6.9132E+00
3.0100E+02,3.4754E+00,7.3394E+00
3.0300E+02,2.9124E+00,7.7756E+00
3.0500E+02,2.3414E+00,8.1879E+00
3.0700E+02,1.6990E+00,8.5091E+00
3.0900E+02,9.6868E-01,8.7728E+00
3.1100E+02,3.0710E-01,9.0563E+00
3.1300E+02,-3.5745E-01,9.1891E+00
3.1400E+02,-1.0625E+00,9.3239E+00
3.1600E+02,-1.7169E+00,9.3854E+00
3.1800E+02,-2.5297E+00,9.2744E+00
3.2000E+02,-3.5131E+00,9.2843E+00
3.2200E+02,-4.2605E+00,9.2149E+00
3.2400E+02,-5.0317E+00,9.0662E+00
3.2600E+02,-5.8010E+00,8.8204E+00
3.2800E+02,-6.4512E+00,8.7094E+00
3.3000E+02,-7.4703E+00,8.3406E+00
3.3200E+02,-8.1086E+00,7.7637E+00
3.3400E+02,-8.7034E+00,7.4088E+00
3.3600E+02,-9.3378E+00,7.1293E+00
3.3800E+02,-9.9346E+00,6.4116E+00
3.4000E+02,-1.0587E+01,5.5987E+00
3.4200E+02,-1.1281E+01,5.0555E+00
3.4400E+02,-1.1757E+01,4.3378E+00
3.4600E+02,-1.2272E+01,3.5111E+00
3.4800E+02,-1.2787E+01,2.6745E+00
3.5000E+02,-1.3085E+01,1.7387E+00
3.5200E+02,-1.3224E+01,8.6420E-01
3.5400E+02,-1.3422E+01,3.2867E-02
3.5500E+02,-1.3680E+01,-8.6558E-01
3.5700E+02,-1.3699E+01,-1.9845E+00
3.5900E+02,-1.3739E+01,-3.1860E+00
3.6100E+02,-1.3799E+01,-3.9274E+00
3.6300E+02,-1.3660E+01,-4.7760E+00
3.6500E+02,-1.3402E+01,-6.0607E+00
3.6700E+02,-1.2926E+01,-7.0876E+00
3.6900E+02,-1.2669E+01,-7.9183E+00
3.7100E+02,-1.2431E+01,-8.8362E+00
3.7300E+02,-1.2193E+01,-9.9941E+00
3.7500E+02,-1.1519E+01,-1.1043E+01
3.7700E+02,-1.0646E+01,-1.2094E+01
3.7900E+02,-9.8434E+00,-1.3025E+01
3.8100E+02,-8.9711E+00,-1.4096E+01
3.8300E+02,-8.1741E+00,-1.4849E+01
3.8500E+02,-7.2205E+00,-1.5028E+01
3.8700E+02,-6.4453E+00,-1.5781E+01
3.8900E+02,-5.5710E+00,-1.6891E+01
3.9100E+02,-4.4925E+00,-1.7625E+01
3.9300E+02,-3.3128E+00,-1.7744E+01
3.9500E+02,-1.7744E+00,-1.8220E+01
3.9600E+02,-5.9364E-01,-1.8477E+01
3.9800E+02,4.6178E-01,-1.8676E+01
4.0000E+02,1.5147E+00,-1.8775E+01
4.0200E+02,2.4544E+00,-1.9072E+01
4.0400E+02,3.7827E+00,-1.8854E+01
4.0600E+02,5.2696E+00,-1.8874E+01
4.0800E+02,5.9556E+00,-1.8894E+01
4.1000E+02,7.3850E+00,-1.8477E+01
4.1200E+02,8.3128E+00,-1.8299E+01
4.1400E+02,9.8097E+00,-1.7902E+01
4.1600E+02,1.0884E+01,-1.7486E+01
4.1800E+02,1.2272E+01,-1.6713E+01
4.2000E+02,1.3303E+01,-1.6019E+01
4.2200E+02,1.3977E+01,-1.5226E+01
4.2400E+02,1.4453E+01,-1.4314E+01
4.2600E+02,1.5583E+01,-1.3481E+01
4.2800E+02,1.6257E+01,-1.3085E+01
4.3000E+02,1.6594E+01,-1.2094E+01
4.3200E+02,1.7565E+01,-1.0686E+01
4.3400E+02,1.8041E+01,-9.5539E+00
4.3600E+02,1.8220E+01,-8.6499E+00
4.3800E+02,1.8299E+01,-7.0559E+00
4.3900E+02,1.7942E+01,-6.2312E+00
4.4100E+02,1.8894E+01,-4.8791E+00
4.4300E+02,1.8319E+01,-3.9631E+00
4.4500E+02,1.7744E+01,-3.6142E+00
4.4700E+02,1.7228E+01,-3.2633E+00
4.4900E+02,1.7427E+01,-9.2010E-01
4.5100E+02,1.7922E+01,-4.2427E-02
4.5300E+02,1.7090E+01,1.8239E-01
4.5500E+02,1.5702E+01,1.6350E+00
4.5700E+02,1.5623E+01,2.2879E+00
4.5900E+02,1.5167E+01,3.1126E+00
4.6100E+02,1.2669E+01,3.5250E+00
4.6300E+02,1.2550E+01,4.9048E+00
4.6500E+02,1.3580E+01,5.0377E+00
4.6700E+02,1.2867E+01,5.1447E+00
4.6900E+02,1.1584E+01,4.8672E+00
4.7100E+02,1.0361E+01,4.7641E+00
4.7300E+02,9.9861E+00,5.1051E+00
4.7500E+02,8.8303E+00,6.1915E+00
4.7700E+02,7.3612E+00,6.4770E+00
4.7900E+02,6.3442E+00,5.5571E+00
4.8000E+02,6.8953E+00,5.2439E+00
4.8200E+02,6.9449E+00,4.1606E+00
4.8400E+02,6.0389E+00,4.2328E+00
4.8600E+02,5.3925E+00,3.3386E+00
4.8800E+02,4.4132E+00,2.8807E+00
4.9000E+02,4.0722E+00,2.6497E+00
4.9200E+02,3.9770E+00,2.2910E+00
4.9400E+02,3.8739E+00,1.2036E+00
4.9600E+02,2.8549E+00,5.6364E-01
4.9800E+02,3.0551E+00,3.3902E-01
5.0000E+02,3.7708E+00,7.1015E-02
