Freq (Hz),Real,Imaginary
4.3400E+02,2.4313E+01,1.1470E+01
4.3600E+02,2.3656E+01,1.3230E+01
4.3800E+02,2.2592E+01,1.4642E+01
4.3900E+02,2.1876E+01,1.5803E+01
4.4100E+02,2.0503E+01,1.7466E+01
4.4300E+02,1.9323E+01,1.8395E+01
4.4500E+02,1.8221E+01,1.9671E+01
4.4700E+02,1.6654E+01,2.1103E+01
4.4900E+02,1.4642E+01,2.2147E+01
4.5100E+02,1.3617E+01,2.3191E+01
4.5300E+02,1.2186E+01,2.4236E+01
4.5500E+02,1.0064E+01,2.4023E+01
4.5700E+02,7.9632E+00,2.4739E+01
4.5900E+02,6.5261E+00,2.4971E+01
4.6100E+02,4.1103E+00,2.4507E+01
4.6300E+02,1.7619E+00,2.5048E+01
4.6500E+02,6.6093E-01,2.5242E+01
4.6700E+02,-1.3157E+00,2.4545E+01
4.6900E+02,-3.6576E+00,2.3946E+01
4.7100E+02,-5.0774E+00,2.3288E+01
4.7300E+02,-6.7872E+00,2.2901E+01
4.7500E+02,-8.8588E+00,2.1760E+01
4.7700E+02,-1.0675E+01,2.0329E+01
4.7900E+02,-1.2360E+01,1.9072E+01
4.8000E+02,-1.2805E+01,1.8027E+01
4.8200E+02,-1.4720E+01,1.6364E+01
4.8400E+02,-1.6538E+01,1.4855E+01
4.8600E+02,-1.7234E+01,1.2553E+01
4.8800E+02,-1.7814E+01,1.0619E+01
4.9000E+02,-1.8395E+01,9.2360E+00
4.9200E+02,-1.9304E+01,7.5996E+00
4.9400E+02,-2.0058E+01,5.1915E+00
4.9600E+02,-2.0406E+01,2.8104E+00
4.9800E+02,-2.0290E+01,1.2217E+00
5.0000E+02,-1.9865E+01,-4.9961E-01
