Freq (Hz),Real,Imaginary
0.0000E+00,1.0000E+00,0.0000E+00
1.9500E+00,1.0000E+00,1.7476E-01
3.9100E+00,9.4175E-01,3.2524E-01
5.8600E+00,8.7864E-01,4.6214E-01
7.8100E+00,8.0097E-01,5.7767E-01
9.7700E+00,7.1845E-01,6.8447E-01
1.1700E+01,6.0194E-01,7.8932E-01
1.3700E+01,4.9806E-01,8.7864E-01
1.5600E+01,3.7767E-01,9.6990E-01
1.7600E+01,2.3883E-01,1.0388E+00
1.9500E+01,8.6699E-02,1.1068E+00
2.1500E+01,-6.7767E-02,1.1456E+00
2.3400E+01,-2.3204E-01,1.1748E+00
2.5400E+01,-3.9320E-01,1.1942E+00
2.7300E+01,-5.7184E-01,1.1748E+00
2.9300E+01,-7.2816E-01,1.1456E+00
3.1300E+01,-9.0000E-01,1.1165E+00
3.3200E+01,-1.0485E+00,1.0583E+00
3.5200E+01,-1.2039E+00,1.0000E+00
3.7100E+01,-1.3495E+00,8.9612E-01
3.9100E+01,-1.4660E+00,8.0291E-01
4.1000E+01,-1.5922E+00,6.8544E-01
4.3000E+01,-1.6893E+00,5.3495E-01
4.4900E+01,-1.7670E+00,3.9612E-01
4.6900E+01,-1.8252E+00,2.4175E-01
4.8800E+01,-1.8738E+00,8.1748E-02
5.0800E+01,-1.9029E+00,-9.8058E-02
5.2700E+01,-1.8932E+00,-2.6699E-01
5.4700E+01,-1.8835E+00,-4.4660E-01
5.6600E+01,-1.8155E+00,-6.3301E-01
5.8600E+01,-1.7573E+00,-8.0291E-01
6.0500E+01,-1.6699E+00,-9.7087E-01
6.2500E+01,-1.5631E+00,-1.1359E+00
6.4500E+01,-1.4272E+00,-1.3010E+00
6.6400E+01,-1.2718E+00,-1.4563E+00
6.8400E+01,-1.1068E+00,-1.5922E+00
7.0300E+01,-9.4078E-01,-1.6990E+00
7.2300E+01,-7.2039E-01,-1.8155E+00
7.4200E+01,-5.1165E-01,-1.8932E+00
7.6200E+01,-2.8932E-01,-1.9612E+00
7.8100E+01,-3.8350E-02,-2.0000E+00
8.0100E+01,1.8252E-01,-2.0388E+00
8.2000E+01,4.3107E-01,-2.0291E+00
8.4000E+01,6.7184E-01,-2.0194E+00
8.5900E+01,9.3592E-01,-1.9806E+00
8.7900E+01,1.1456E+00,-1.9126E+00
8.9800E+01,1.3981E+00,-1.8252E+00
9.1800E+01,1.6117E+00,-1.6990E+00
9.3800E+01,1.8155E+00,-1.5437E+00
9.5700E+01,2.0000E+00,-1.3981E+00
9.7700E+01,2.1942E+00,-1.2039E+00
9.9600E+01,2.3592E+00,-1.0291E+00
1.0200E+02,2.4757E+00,-8.0971E-01
1.0400E+02,2.5825E+00,-5.6505E-01
1.0500E+02,2.6796E+00,-3.0680E-01
1.0700E+02,2.7282E+00,-5.3301E-02
1.0900E+02,2.7573E+00,2.0680E-01
1.1100E+02,2.7476E+00,4.6117E-01
1.1300E+02,2.7184E+00,7.4660E-01
1.1500E+02,2.6505E+00,1.0194E+00
1.1700E+02,2.5534E+00,1.3010E+00
1.1900E+02,2.4175E+00,1.5437E+00
1.2100E+02,2.2816E+00,1.7864E+00
1.2300E+02,2.0485E+00,2.0485E+00
1.2500E+02,1.8544E+00,2.2816E+00
1.2700E+02,1.6505E+00,2.4757E+00
1.2900E+02,1.3495E+00,2.6893E+00
1.3100E+02,1.0971E+00,2.8447E+00
1.3300E+02,7.9417E-01,2.9709E+00
1.3500E+02,4.8738E-01,3.0680E+00
1.3700E+02,1.2427E-01,3.1942E+00
1.3900E+02,-2.4272E-01,3.2427E+00
1.4100E+02,-5.5631E-01,3.2233E+00
1.4300E+02,-8.9806E-01,3.2136E+00
1.4500E+02,-1.2621E+00,3.1748E+00
1.4600E+02,-1.6505E+00,3.0680E+00
1.4800E+02,-1.9709E+00,2.9515E+00
1.5000E+02,-2.3301E+00,2.7961E+00
1.5200E+02,-2.6408E+00,2.6019E+00
1.5400E+02,-2.9126E+00,2.3981E+00
1.5600E+02,-3.2039E+00,2.1262E+00
1.5800E+02,-3.4563E+00,1.8350E+00
1.6000E+02,-3.6699E+00,1.5243E+00
1.6200E+02,-3.8641E+00,1.1845E+00
1.6400E+02,-4.0388E+00,8.0194E-01
1.6600E+02,-4.1553E+00,4.7184E-01
1.6800E+02,-4.2427E+00,3.2233E-02
1.7000E+02,-4.2718E+00,-3.3301E-01
1.7200E+02,-4.2816E+00,-7.3495E-01
1.7400E+02,-4.2233E+00,-1.2233E+00
1.7600E+02,-4.1456E+00,-1.6214E+00
1.7800E+02,-4.0000E+00,-2.0485E+00
1.8000E+02,-3.8447E+00,-2.4369E+00
1.8200E+02,-3.5922E+00,-2.8641E+00
1.8400E+02,-3.3107E+00,-3.2621E+00
1.8600E+02,-3.0194E+00,-3.5825E+00
1.8800E+02,-2.6505E+00,-3.9320E+00
1.8900E+02,-2.2524E+00,-4.2524E+00
1.9100E+02,-1.8544E+00,-4.5437E+00
1.9300E+02,-1.4563E+00,-4.7282E+00
1.9500E+02,-9.5922E-01,-4.9029E+00
1.9700E+02,-4.0485E-01,-5.0874E+00
1.9900E+02,1.1068E-01,-5.1650E+00
2.0100E+02,6.1359E-01,-5.2233E+00
2.0300E+02,1.1942E+00,-5.2330E+00
2.0500E+02,1.7379E+00,-5.2136E+00
2.0700E+02,2.2621E+00,-5.0583E+00
2.0900E+02,2.8447E+00,-4.9126E+00
2.1100E+02,3.3689E+00,-4.7087E+00
2.1300E+02,3.8738E+00,-4.4369E+00
2.1500E+02,4.3301E+00,-4.1942E+00
2.1700E+02,4.8641E+00,-3.7573E+00
2.1900E+02,5.2718E+00,-3.3883E+00
2.2100E+02,5.6505E+00,-2.8544E+00
2.2300E+02,6.0680E+00,-2.3010E+00
2.2500E+02,6.3204E+00,-1.7670E+00
2.2700E+02,6.5340E+00,-1.2427E+00
2.2900E+02,6.7379E+00,-6.3010E-01
2.3000E+02,6.8835E+00,-1.7476E-02
2.3200E+02,6.9709E+00,6.7087E-01
2.3400E+02,7.0583E+00,1.3107E+00
2.3600E+02,6.9612E+00,2.0583E+00
2.3800E+02,6.7282E+00,2.7379E+00
2.4000E+02,6.6019E+00,3.4660E+00
2.4200E+02,6.3398E+00,4.1359E+00
2.4400E+02,5.9806E+00,4.7864E+00
2.4600E+02,5.6408E+00,5.4563E+00
2.4800E+02,5.1262E+00,6.0680E+00
2.5000E+02,4.5437E+00,6.6214E+00
2.5200E+02,3.9806E+00,7.1748E+00
2.5400E+02,3.3010E+00,7.6408E+00
2.5600E+02,2.5825E+00,8.1068E+00
2.5800E+02,1.8058E+00,8.4660E+00
2.6000E+02,1.1359E+00,8.7379E+00
2.6200E+02,2.2621E-01,8.9612E+00
2.6400E+02,-6.5146E-01,9.1359E+00
2.6600E+02,-1.5631E+00,9.2039E+00
2.6800E+02,-2.4369E+00,9.2233E+00
2.7000E+02,-3.4369E+00,9.3204E+00
2.7100E+02,-4.3204E+00,9.0680E+00
2.7300E+02,-5.1942E+00,8.7476E+00
2.7500E+02,-6.2718E+00,8.3786E+00
2.7700E+02,-7.1748E+00,7.9320E+00
2.7900E+02,-8.0485E+00,7.3301E+00
2.8100E+02,-8.8252E+00,6.7087E+00
2.8300E+02,-9.6505E+00,6.0097E+00
2.8500E+02,-1.0388E+01,5.3398E+00
2.8700E+02,-1.0777E+01,4.4272E+00
2.8900E+02,-1.1456E+01,3.4563E+00
2.9100E+02,-1.1942E+01,2.5049E+00
2.9300E+02,-1.2427E+01,1.3398E+00
2.9500E+02,-1.2621E+01,2.6602E-01
2.9700E+02,-1.2913E+01,-7.7573E-01
2.9900E+02,-1.3010E+01,-2.0388E+00
3.0100E+02,-1.3010E+01,-3.4078E+00
3.0300E+02,-1.3010E+01,-4.6214E+00
3.0500E+02,-1.2816E+01,-5.7961E+00
3.0700E+02,-1.2524E+01,-7.1359E+00
3.0900E+02,-1.2039E+01,-8.2718E+00
3.1100E+02,-1.1262E+01,-9.6505E+00
3.1300E+02,-1.0777E+01,-1.0777E+01
3.1400E+02,-1.0097E+01,-1.1845E+01
3.1600E+02,-9.1650E+00,-1.3107E+01
3.1800E+02,-8.1262E+00,-1.4078E+01
3.2000E+02,-6.9709E+00,-1.4854E+01
3.2200E+02,-5.7670E+00,-1.5922E+01
3.2400E+02,-4.4272E+00,-1.6796E+01
3.2600E+02,-3.0874E+00,-1.7379E+01
3.2800E+02,-1.4272E+00,-1.7961E+01
3.3000E+02,-1.6699E-01,-1.8350E+01
3.3200E+02,1.2621E+00,-1.8835E+01
3.3400E+02,2.9612E+00,-1.9320E+01
3.3600E+02,4.8932E+00,-1.9417E+01
3.3800E+02,6.6408E+00,-1.9709E+01
3.4000E+02,7.7282E+00,-1.9126E+01
3.4200E+02,9.8058E+00,-1.8641E+01
3.4400E+02,1.1553E+01,-1.8447E+01
3.4600E+02,1.3204E+01,-1.7670E+01
3.4800E+02,1.4563E+01,-1.7087E+01
3.5000E+02,1.6408E+01,-1.6214E+01
3.5200E+02,1.7864E+01,-1.5340E+01
3.5400E+02,1.9320E+01,-1.3981E+01
3.5500E+02,2.0680E+01,-1.2718E+01
3.5700E+02,2.2039E+01,-1.1068E+01
3.5900E+02,2.2718E+01,-9.9029E+00
3.6100E+02,2.3883E+01,-8.3883E+00
3.6300E+02,2.5631E+01,-6.5631E+00
3.6500E+02,2.6117E+01,-4.9515E+00
3.6700E+02,2.6311E+01,-3.2233E+00
3.6900E+02,2.7379E+01,-7.9612E-01
3.7100E+02,2.8058E+01,1.1165E+00
3.7300E+02,2.7767E+01,3.4175E+00
3.7500E+02,2.7282E+01,5.3301E+00
3.7700E+02,2.7087E+01,7.3301E+00
3.7900E+02,2.6602E+01,9.2233E+00
3.8100E+02,2.5340E+01,1.0874E+01
3.8300E+02,2.4951E+01,1.3981E+01
3.8500E+02,2.5340E+01,1.5922E+01
3.8700E+02,2.3398E+01,1.6893E+01
3.8900E+02,2.1942E+01,1.8738E+01
3.9100E+02,2.0874E+01,2.0485E+01
3.9300E+02,1.9806E+01,2.2136E+01
3.9500E+02,1.8252E+01,2.3786E+01
3.9600E+02,1.6699E+01,2.4951E+01
3.9800E+02,1.3981E+01,2.6699E+01
4.0000E+02,1.2330E+01,2.7087E+01
4.0200E+02,9.3398E+00,2.7573E+01
4.0400E+02,8.4757E+00,2.8641E+01
4.0600E+02,5.6505E+00,2.9417E+01
4.0800E+02,4.3883E+00,2.9515E+01
4.1000E+02,2.4854E+00,2.8835E+01
4.1200E+02,6.7670E-01,2.9223E+01
4.1400E+02,-2.6019E+00,2.9417E+01
4.1600E+02,-5.2330E+00,2.8544E+01
4.1800E+02,-6.2136E+00,2.7864E+01
4.2000E+02,-9.1359E+00,2.7670E+01
4.2200E+02,-1.1650E+01,2.5825E+01
4.2400E+02,-1.3883E+01,2.4369E+01
4.2600E+02,-1.4369E+01,2.2330E+01
4.2800E+02,-1.5825E+01,2.0874E+01
4.3000E+02,-1.6990E+01,1.8641E+01
4.3200E+02,-1.8544E+01,1.7184E+01
4.3400E+02,-1.9417E+01,1.5243E+01
4.3600E+02,-1.9320E+01,1.3786E+01
4.3800E+02,-1.9806E+01,1.2816E+01
4.3900E+02,-2.1262E+01,1.1942E+01
