Freq (Hz),Real,Imaginary
2.4800E+02,-1.0130E+01,2.3571E+00
2.5000E+02,-1.0532E+01,1.2738E+00
2.5200E+02,-1.0732E+01,5.6670E-02
2.5400E+02,-1.0832E+01,-1.2738E+00
2.5600E+02,-1.0933E+01,-2.4473E+00
2.5800E+02,-1.0832E+01,-3.7212E+00
2.6000E+02,-1.0532E+01,-4.9047E+00
2.6200E+02,-1.0130E+01,-6.0983E+00
2.6400E+02,-9.4985E+00,-7.2518E+00
2.6600E+02,-8.7462E+00,-8.5557E+00
2.6800E+02,-7.9238E+00,-9.6189E+00
2.7000E+02,-7.0712E+00,-1.0732E+01
2.7100E+02,-5.9679E+00,-1.1635E+01
2.7300E+02,-4.6239E+00,-1.2437E+01
2.7500E+02,-3.3400E+00,-1.3240E+01
2.7700E+02,-1.9358E+00,-1.3641E+01
2.7900E+02,-4.7442E-01,-1.4142E+01
2.8100E+02,1.0010E+00,-1.4544E+01
2.8300E+02,2.6981E+00,-1.4644E+01
2.8500E+02,4.4835E+00,-1.4443E+01
2.8700E+02,6.0782E+00,-1.4243E+01
2.8900E+02,7.8335E+00,-1.3842E+01
2.9100E+02,9.5085E+00,-1.3240E+01
2.9300E+02,1.0933E+01,-1.2538E+01
2.9500E+02,1.2638E+01,-1.1635E+01
2.9700E+02,1.3842E+01,-1.0632E+01
2.9900E+02,1.5446E+01,-9.2979E+00
3.0100E+02,1.6550E+01,-7.8435E+00
3.0300E+02,1.7452E+01,-6.1184E+00
3.0500E+02,1.8355E+01,-4.0822E+00
3.0700E+02,1.9057E+01,-2.4173E+00
3.0900E+02,1.9960E+01,-1.9057E-01
3.1100E+02,2.0160E+01,1.6449E+00
3.1300E+02,2.0160E+01,3.9117E+00
3.1400E+02,2.0261E+01,6.0983E+00
3.1600E+02,1.9960E+01,8.2247E+00
3.1800E+02,1.9358E+01,1.0331E+01
3.2000E+02,1.8455E+01,1.2337E+01
3.2200E+02,1.7452E+01,1.4644E+01
