N,m, 7.21403E-002, 4.05526E-002,-1.26817E-002, 7.74514E-002, 2.41634E-002, 2.86769E-002,4096
N,m,-1.38781E-001, 2.71258E-002, 7.38572E-002, 6.59297E-002, 2.58079E-002, 2.87216E-002,4096
N,m,-4.83370E-002, 9.19050E-002, 7.95410E-002, 2.75494E-002, 3.09024E-002, 4.30515E-002,4096
N,m, 1.65124E-001, 5.94884E-002, 8.14997E-002, 1.75739E-002, 2.64640E-002, 6.22288E-002,4096
N,m, 1.31428E-002, 5.95059E-002, 4.63243E-002, 5.74224E-002, 2.86333E-002, 4.78503E-002,4096
N,m,-1.37700E-001, 4.67533E-002, 2.13244E-002, 7.71583E-002, 2.61193E-002, 4.30838E-002,4096
N,m,-2.29565E-001, 5.30578E-002, 3.77935E-002, 9.64381E-002, 2.90780E-002, 2.87353E-002,4096
N,m,-1.08042E-001, 5.97654E-002, 5.55339E-002, 2.74937E-002, 2.60422E-002, 4.30331E-002,4096
N,m,-1.99292E-001, 4.02396E-002, 7.30072E-002, 7.34972E-003, 2.66324E-002, 3.33612E-002,4096
N,m,-2.60622E-001, 3.38811E-002, 3.86781E-002, 4.69508E-002, 2.63646E-002, 1.90199E-002,4096
N,m,-2.00988E-001, 4.71069E-002, 3.09059E-002, 8.58664E-002, 2.29359E-002, 9.62220E-003,4096
N,m,-1.99916E-001, 1.41555E-002, 2.04692E-002, 2.81577E-002, 3.05275E-002, 2.36127E-002,4096
N,m,-1.99353E-001, 7.28913E-002, 4.69861E-002, 5.68278E-002, 2.50424E-002, 3.35549E-002,4096
N,m,-7.80406E-002, 2.70565E-002, 6.41983E-002, 1.75598E-002, 2.83921E-002, 3.81126E-002,4096
N,m,-1.68920E-001, 3.36065E-002, 3.86774E-002, 9.62233E-002, 2.74668E-002, 2.87280E-002,4096
N,m,-1.69667E-001, 5.32580E-002, 2.09261E-002, 9.65548E-002, 2.73376E-002, 2.39489E-002,4096
N,m, 1.33354E-001, 4.72058E-002, 2.31465E-002, 5.68706E-002, 1.94675E-002, 3.83744E-002,4096
N,m,-1.82070E-002, 8.62198E-002, 2.14974E-002, 3.76197E-002, 2.18473E-002, 3.83494E-002,4096
N,m,-7.76661E-002, 4.00755E-002, 6.41784E-002, 2.74142E-002, 2.76892E-002, 4.29754E-002,4096
N,m,-7.79752E-002, 3.98679E-002, 4.61282E-002, 6.71942E-002, 3.08914E-002, 3.82001E-002,4096
N,m,-7.91865E-002, 4.02427E-002, 1.14724E-002, 2.84572E-002, 2.97959E-002, 2.84670E-002,4096
N,m,-1.39360E-001, 3.35005E-002, 3.72361E-002, 3.78423E-002, 3.14500E-002, 2.84881E-002,4096
N,m, 7.30992E-002, 3.37911E-002, 2.11182E-002, 1.84428E-002, 2.68564E-002, 4.28868E-002,4096
N,m,-1.08776E-001, 2.71741E-002, 3.53979E-003, 7.74995E-002, 2.90642E-002, 2.85753E-002,4096
N,m,-2.59656E-001,-5.51993E-003, 1.29465E-002, 1.26069E-001, 2.97659E-002, 1.90487E-002,4096
N,m,-1.39702E-001, 2.72988E-002, 3.03167E-002, 7.65234E-002, 2.64110E-002, 1.90782E-002,4096
N,m,-1.84053E-002, 2.71599E-002, 4.72809E-002, 4.70563E-002, 2.74008E-002, 2.85991E-002,4096
N,m, 1.24981E-002, 2.73622E-002, 5.66308E-002, 7.55593E-003, 2.43049E-002, 3.81541E-002,4096
N,m,-1.39640E-001, 4.68177E-002, 2.09178E-002, 6.71447E-002, 2.72998E-002, 2.38552E-002,4096
N,m,-8.03224E-002, 2.11096E-002, 4.82688E-003, 5.71095E-002, 2.45374E-002, 9.41756E-003,4096
N,m,-1.99261E-001, 2.06223E-002, 2.95997E-002, 5.73254E-002, 2.90471E-002, 2.85456E-002,4096
N,m, 1.16909E-002, 4.66540E-002, 5.51531E-002, 1.77253E-002, 2.82639E-002, 3.33511E-002,4096
N,m,-7.67910E-002, 5.98697E-002, 3.96511E-002, 9.61381E-002, 2.21777E-002, 4.80671E-002,4096
N,m, 1.63357E-001, 4.03265E-002, 2.24290E-002, 1.06151E-001, 2.35073E-002, 3.36257E-002,4096
N,m,-1.68984E-001, 4.06840E-002, 5.30721E-003, 7.68100E-002, 2.17267E-002, 2.87423E-002,4096
N,m,-2.28278E-001, 2.69227E-002, 3.75531E-002, 4.78061E-002, 3.09818E-002, 4.28910E-002,4096
N,m, 1.46811E-002, 4.65599E-002, 6.47000E-002, 3.73837E-002, 2.56881E-002, 6.22372E-002,4096
N,m,-4.66767E-002, 4.00550E-002, 3.78585E-002, 2.82297E-002, 2.87143E-002, 5.25040E-002,4096
N,m,-4.72363E-002, 2.69422E-002, 1.16536E-002, 6.79735E-002, 3.10040E-002, 4.29105E-002,4096
N,m,-1.99276E-001, 2.05637E-002, 1.18281E-002, 6.76454E-002, 3.06861E-002, 2.85132E-002,4096
N,m,-1.97986E-001, 2.03531E-002, 1.12946E-002, 6.80882E-002, 3.26390E-002, 4.28591E-002,4096
N,m,-1.07893E-001, 5.31655E-002, 3.79503E-002, 4.75900E-002, 2.77015E-002, 4.30140E-002,4096
N,m, 1.03797E-001, 4.69337E-002, 2.18429E-002, 3.78593E-002, 2.37256E-002, 4.78252E-002,4096
N,m,-8.01700E-002, 4.68863E-002, 1.23525E-002, 7.69450E-002, 2.70954E-002, 1.42858E-002,4096
N,m,-2.90423E-001, 2.10172E-002, 1.34554E-002, 6.68804E-002, 2.47720E-002, 1.90350E-002,4096
N,m,-2.29808E-001, 3.39568E-002, 2.11165E-002, 1.81116E-002, 2.65340E-002, 2.84971E-002,4096
N,m, 1.19636E-002, 4.05180E-002, 2.17531E-002, 2.78234E-002, 2.42069E-002, 3.33875E-002,4096
N,m,-1.08970E-001, 4.03992E-002, 3.89864E-002, 4.70243E-002, 2.49461E-002, 2.86563E-002,4096
N,m,-1.39875E-001, 5.33194E-002, 3.87819E-002, 9.59437E-002, 2.56045E-002, 1.92170E-002,4096
N,m,-2.29485E-001, 5.35057E-002, 1.30656E-002, 8.67009E-002, 2.41740E-002, 2.87611E-002,4096
N,m, 4.12283E-002, 5.98004E-002, 2.96528E-002, 7.67538E-002, 2.64889E-002, 2.39468E-002,4096
N,m,-4.62368E-002, 4.03396E-002, 3.96119E-002, 5.70615E-002, 2.30593E-002, 5.26956E-002,4096
N,m,-1.38409E-001, 5.31737E-002, 2.04760E-002, 6.75285E-002, 2.84329E-002, 3.82307E-002,4096
N,m,-1.83073E-002, 5.98831E-002, 2.10302E-002, 5.74368E-002, 2.58613E-002, 3.34771E-002,4096
N,m,-1.69700E-001, 4.01485E-002, 4.68668E-002, 6.66565E-002, 2.81251E-002, 2.38663E-002,4096
N,m, 4.37632E-002, 6.60043E-002, 4.64492E-002, 6.72604E-002, 2.79360E-002, 5.27006E-002,4096
N,m, 4.25249E-002, 7.24573E-002, 7.18010E-002, 3.73182E-002, 2.93036E-002, 4.30585E-002,4096
N,m,-4.82836E-002, 4.02839E-002, 2.98367E-002, 4.74694E-002, 2.66802E-002, 3.34058E-002,4096
N,m, 1.11704E-002, 6.63497E-002, 2.04181E-002, 4.77316E-002, 2.73606E-002, 2.86410E-002,4096
N,m,-7.77464E-002, 3.35256E-002, 5.58623E-002, 6.66710E-002, 2.76428E-002, 3.82634E-002,4096
N,m, 1.27619E-002, 5.95797E-002, 8.17154E-002, 4.65668E-002, 2.60755E-002, 4.31339E-002,4096
N,m,-7.86693E-002, 5.95642E-002, 8.12856E-002, 4.65245E-002, 2.74877E-002, 3.35137E-002,4096
N,m,-1.68945E-001, 5.34438E-002, 3.81383E-003, 6.75502E-002, 2.58792E-002, 3.34564E-002,4096
N,m,-3.20409E-001, 4.03120E-002, 2.10592E-002, 7.68918E-002, 2.73215E-002, 2.38612E-002,4096
N,m,-2.00729E-001, 5.34663E-002, 3.81804E-002, 2.74290E-002, 2.63179E-002, 1.90096E-002,4096
N,m, 1.25131E-002, 6.61839E-002, 7.27935E-002, 2.71732E-002, 2.60390E-002, 4.30796E-002,4096
N,m,-4.83325E-002, 6.67683E-002, 2.24854E-002, 5.68917E-002, 2.01574E-002, 3.36001E-002,4096
N,m,-1.99461E-001, 4.69707E-002, 3.96848E-003, 6.74299E-002, 2.57770E-002, 2.86490E-002,4096
N,m,-2.29130E-001, 3.39655E-002, 4.10735E-003, 4.78805E-002, 2.58681E-002, 3.33586E-002,4096
N,m,-1.68348E-001, 6.60979E-002, 6.37089E-002, 4.70808E-002, 2.76957E-002, 4.30809E-002,4096
N,m, 7.34862E-002, 4.62333E-002, 8.94684E-002, 3.70506E-002, 3.02523E-002, 4.78093E-002,4096
N,m,-1.83044E-002, 5.31464E-002, 5.53900E-002, 4.70551E-002, 2.74877E-002, 3.34605E-002,4096
N,m,-1.09146E-001, 4.69767E-002, 3.01155E-002, 3.74285E-002, 2.49241E-002, 2.86291E-002,4096
N,m,-1.69185E-001, 5.29908E-002, 1.06680E-002, 6.80115E-002, 3.23933E-002, 3.33442E-002,4096
N,m,-1.09423E-001, 9.23866E-002, 2.84451E-002, 3.79129E-002, 2.74340E-002, 3.34706E-002,4096
N,m, 1.63629E-001, 5.98670E-002, 5.66205E-002, 4.68126E-002, 2.28128E-002, 4.31612E-002,4096
N,m, 1.31965E-001, 6.62949E-002, 4.70057E-002, 5.68464E-002, 2.57513E-002, 2.87463E-002,4096
N,m,-7.94234E-002, 4.01683E-002, 3.78767E-002, 4.73364E-002, 2.89078E-002, 2.37862E-002,4096
N,m,-2.61194E-001, 3.37379E-002, 1.15636E-002, 5.75981E-002, 3.03357E-002, 1.41337E-002,4096
N,m,-7.89739E-002, 5.97365E-002, 2.93677E-002, 7.69085E-002, 2.74122E-002, 2.87187E-002,4096
N,m,-1.07909E-001, 4.65309E-002, 2.87189E-002, 4.79901E-002, 3.01477E-002, 4.29390E-002,4096
N,m,-7.75707E-002, 4.00719E-002, 2.04606E-002, 5.78721E-002, 2.93518E-002, 4.29553E-002,4096
N,m,-1.10013E-001, 4.02032E-002, 2.03514E-002, 5.74771E-002, 2.96247E-002, 1.89758E-002,4096
N,m,-1.69568E-001, 3.39053E-002, 3.91843E-002, 5.66969E-002, 2.48585E-002, 2.38747E-002,4096
N,m,-1.69080E-001, 4.00535E-002, 4.62057E-002, 3.76115E-002, 2.99264E-002, 3.33386E-002,4096
N,m,-1.37632E-001, 5.33393E-002, 2.09578E-002, 3.80823E-002, 2.61640E-002, 4.77819E-002,4096
N,m,-1.67192E-002, 4.03416E-002,-4.68309E-003, 5.81970E-002, 2.61982E-002, 4.77715E-002,4096
N,m,-1.38806E-001, 7.68993E-003, 3.84114E-003, 5.78347E-002, 2.90529E-002, 2.84787E-002,4096
N,m,-1.74235E-002, 4.66014E-002, 2.02881E-002, 4.81053E-002, 2.93311E-002, 4.29444E-002,4096
N,m,-1.61634E-002, 4.03023E-002, 3.86022E-002,-1.38602E-003, 2.55228E-002, 5.72797E-002,4096
N,m,-4.67886E-002, 3.34531E-002, 2.93138E-002, 6.75668E-002, 2.94819E-002, 4.77762E-002,4096
N,m,-1.73781E-002, 5.96747E-002, 3.03022E-003, 7.78229E-002, 2.85454E-002, 4.30410E-002,4096
N,m, 4.18865E-002, 4.72989E-002,-3.33162E-003, 5.73704E-002, 2.08745E-002, 2.87124E-002,4096
N,m, 1.32795E-001, 5.96095E-002, 2.01294E-002, 5.78763E-002, 2.92245E-002, 3.82126E-002,4096
N,m,-7.68376E-002, 2.74480E-002, 4.86618E-002, 2.72650E-002, 2.21072E-002, 4.78229E-002,4096
N,m,-7.70926E-002, 2.08345E-002, 4.70030E-003, 6.75659E-002, 2.53099E-002, 4.29920E-002,4096
N,m, 4.24179E-002, 2.08310E-002, 4.22294E-003, 4.79622E-002, 2.66915E-002, 3.33263E-002,4096
N,m,-3.80848E-001, 1.25761E-003, 1.26495E-002, 5.74052E-002, 2.88458E-002, 1.88841E-002,4096
N,m,-4.87211E-002, 2.71607E-002, 2.93994E-002, 3.77756E-002, 2.90112E-002, 2.85114E-002,4096
N,m,-1.98878E-001, 4.67939E-002, 2.93046E-002, 2.80448E-002, 2.75691E-002, 3.81361E-002,4096
N,m,-1.08044E-001, 2.07477E-002, 3.65044E-003, 3.83944E-002, 2.84147E-002, 3.80541E-002,4096
N,m,-2.30254E-001, 3.38608E-002, 3.93056E-003, 8.69504E-002, 2.72292E-002, 1.90577E-002,4096
N,m,-2.90697E-001, 5.33995E-002, 1.17284E-002, 4.78067E-002, 2.80786E-002, 2.37791E-002,4096
N,m, 4.22492E-002, 2.73426E-002, 3.02606E-002, 2.77653E-002, 2.58481E-002, 3.33436E-002,4096
N,m,-1.68834E-001, 4.66382E-002, 4.61697E-002, 1.80509E-002, 2.91860E-002, 3.81066E-002,4096
N,m,-1.91121E-002, 3.38655E-002, 3.47588E-003, 3.81696E-002, 2.80775E-002, 2.37078E-002,4096
N,m,-1.38950E-001, 1.43195E-002,-4.80115E-003, 4.81586E-002, 2.82168E-002, 2.84672E-002,4096
N,m,-2.29600E-001, 6.61945E-002, 2.86070E-002, 5.75641E-002, 2.91151E-002, 3.34332E-002,4096
N,m,-1.71463E-002, 4.65957E-002, 4.71242E-002, 6.69181E-002, 2.69232E-002, 4.30877E-002,4096
N,m, 2.24004E-001, 8.63005E-002, 3.10552E-002, 2.75476E-002, 1.87930E-002, 4.79942E-002,4096
N,m, 7.25059E-002, 7.95030E-002, 2.13538E-002, 6.71670E-002, 2.35238E-002, 3.83889E-002,4096
N,m,-1.99496E-001, 2.08330E-002, 1.30473E-002, 7.69477E-002, 2.65220E-002, 2.38266E-002,4096
N,m,-1.38083E-001, 6.61470E-002, 3.77706E-002, 6.72236E-002, 2.77191E-002, 4.30944E-002,4096
N,m,-4.81986E-002, 5.31544E-002, 4.63434E-002, 2.78095E-002, 2.83796E-002, 3.81680E-002,4096
N,m,-7.81763E-002, 5.31589E-002, 4.66663E-002, 4.73201E-002, 2.75947E-002, 3.82367E-002,4096
N,m,-1.09752E-001, 4.03943E-002, 1.26849E-002, 7.69325E-002, 2.63957E-002, 1.90791E-002,4096
N,m,-2.31586E-001, 5.98560E-002, 2.92018E-002, 7.65879E-002, 2.77944E-002, 9.52680E-003,4096
N,m,-3.21236E-001, 5.33845E-002, 3.80228E-002, 4.70854E-002, 2.71618E-002, 1.90430E-002,4096
N,m,-1.98469E-001, 5.31283E-002, 6.38731E-002, 2.74374E-002, 2.76786E-002, 4.29981E-002,4096
N,m,-7.88361E-002, 7.93235E-002, 2.91087E-002, 6.71885E-002, 2.66747E-002, 3.35412E-002,4096
N,m,-7.90538E-002, 5.33479E-002, 1.20371E-002, 5.76528E-002, 2.73856E-002, 2.86229E-002,4096
N,m,-2.31049E-001, 4.66352E-002, 2.87648E-002, 7.68800E-002, 3.03564E-002, 1.42445E-002,4096
N,m,-1.99238E-001, 6.63044E-002, 6.44887E-002, 5.64449E-002, 2.50517E-002, 3.35691E-002,4096
N,m,-4.77996E-002, 5.96197E-002, 8.13181E-002, 1.72436E-002, 2.68466E-002, 4.30345E-002,4096
N,m, 1.24202E-002, 7.90849E-002, 4.59386E-002, 5.73924E-002, 2.85077E-002, 4.30991E-002,4096
N,m,-1.07906E-001, 9.25040E-002, 2.13894E-002, 9.65880E-002, 2.28513E-002, 4.32985E-002,4096
N,m, 2.22792E-001, 5.98228E-002, 3.90937E-002, 8.62537E-002, 2.41698E-002, 2.88349E-002,4096
N,m, 7.27591E-002, 7.30884E-002, 4.84535E-002, 6.62825E-002, 2.02787E-002, 3.84801E-002,4096
N,m,-1.07591E-001, 5.93797E-002, 6.31503E-002, 4.74040E-002, 3.02514E-002, 4.78147E-002,4096
N,m, 7.22234E-002, 7.28366E-002, 4.73870E-002, 7.63874E-002, 2.42551E-002, 3.36358E-002,4096
N,m,-1.09342E-001, 3.36062E-002, 3.81081E-002, 6.69059E-002, 2.89427E-002, 2.38253E-002,4096
N,m,-2.00237E-001, 6.61243E-002, 5.47649E-002, 6.66365E-002, 2.89181E-002, 2.39183E-002,4096
N,m,-1.68050E-001, 5.32192E-002, 6.39309E-002,-1.93756E-003, 2.69292E-002, 4.77264E-002,4096
N,m,-1.67405E-002, 2.70056E-002, 8.19857E-002, 1.72357E-002, 2.69836E-002, 4.77594E-002,4096
N,m,-1.68526E-001, 5.96472E-002, 3.79763E-002, 7.69011E-002, 2.76313E-002, 3.83139E-002,4096
N,m,-2.89590E-001, 4.00659E-002, 3.83316E-002, 1.06103E-001, 2.82905E-002, 2.87481E-002,4096
N,m,-1.38383E-001, 5.96774E-002, 2.93013E-002, 7.70868E-002, 2.76293E-002, 3.83012E-002,4096
N,m,-1.69444E-001, 4.04711E-002, 5.64117E-002, 1.71791E-002, 2.40927E-002, 2.86164E-002,4096
N,m,-7.76395E-002, 4.02883E-002, 3.85873E-002, 2.77959E-002, 2.60558E-002, 4.29652E-002,4096
N,m, 1.19632E-002, 4.68090E-002, 5.61695E-002, 3.70000E-002, 2.50367E-002, 3.34683E-002,4096
N,m,-2.30171E-001, 2.07405E-002, 3.88336E-002, 6.65889E-002, 2.72189E-002, 1.90319E-002,4096
N,m,-1.08182E-001, 4.65650E-002, 2.90750E-002, 6.74116E-002, 2.92542E-002, 3.82163E-002,4096
N,m,-1.08079E-001, 4.71296E-002, 2.30851E-002, 9.60091E-002, 2.02331E-002, 3.36645E-002,4096
N,m, 2.54137E-001, 5.34795E-002, 2.20498E-002, 4.75288E-002, 2.28108E-002, 4.30954E-002,4096
N,m,-1.38280E-001, 4.71860E-002,-3.93722E-003, 4.78918E-002, 2.27062E-002, 3.82315E-002,4096
N,m,-2.30101E-001, 4.68652E-002,-5.33129E-003, 7.75503E-002, 2.81237E-002, 2.38210E-002,4096
N,m,-4.94668E-002, 7.26126E-002, 4.52974E-002, 2.79261E-002, 3.05879E-002, 2.85770E-002,4096
N,m,-1.06862E-001, 2.68677E-002, 7.25684E-002, 1.77367E-002, 2.95330E-002, 5.24870E-002,4096
N,m,-1.76173E-002, 6.00168E-002, 3.68935E-003, 2.85125E-002, 2.52169E-002, 4.29689E-002,4096
N,m,-1.38795E-001, 2.07762E-002, 2.16692E-002, 6.70730E-002, 2.66171E-002, 2.86085E-002,4096
N,m,-1.99020E-001, 1.40840E-002, 3.61306E-003, 8.73202E-002, 2.99050E-002, 2.85553E-002,4096
N,m,-3.51144E-001, 5.33339E-002, 1.12047E-002, 3.81596E-002, 2.96927E-002, 2.37181E-002,4096
N,m,-7.78625E-002, 2.07642E-002, 3.01126E-002, 2.78987E-002, 2.67772E-002, 3.81017E-002,4096
N,m, 1.01643E-001, 4.04656E-002, 2.17007E-002, 4.73260E-002, 2.48326E-002, 2.38445E-002,4096
N,m,-2.30213E-001, 3.41322E-002,-3.88901E-003, 7.70121E-002, 2.39568E-002, 1.90799E-002,4096
N,m,-2.30247E-001, 7.80542E-003, 3.81759E-003, 4.78340E-002, 2.88226E-002, 1.88630E-002,4096
N,m,-4.82418E-002, 3.37237E-002, 4.72882E-002, 3.72887E-002, 2.66750E-002, 3.33928E-002,4096
N,m,-7.74801E-002, 4.00095E-002, 4.59996E-002, 8.51480E-003, 3.02072E-002, 4.76386E-002,4096
N,m, 1.33557E-001, 2.04421E-002, 2.11048E-002, 8.71419E-002, 2.93026E-002, 3.82112E-002,4096
N,m,-7.78374E-002, 5.30028E-002, 2.04671E-002, 1.06810E-001, 2.93043E-002, 3.83255E-002,4096
N,m,-1.89060E-002, 3.40104E-002,-3.68141E-003, 1.06440E-001, 2.39984E-002, 1.91695E-002,4096
N,m, 4.30914E-002, 4.66106E-002, 4.70887E-002, 5.71300E-002, 2.69082E-002, 4.30631E-002,4096
N,m,-4.68529E-002, 1.40005E-002, 2.06095E-002, 2.85723E-002, 3.02537E-002, 4.75970E-002,4096
N,m, 1.65148E-001, 1.40409E-002, 3.06685E-002, 6.73100E-002, 2.63496E-002, 5.25990E-002,4096
N,m,-7.81005E-002, 1.39538E-002, 2.06536E-002, 6.75570E-002, 3.08009E-002, 3.33107E-002,4096
N,m,-1.67572E-001, 7.48087E-003, 2.98053E-002, 5.75699E-002, 2.93832E-002, 4.28968E-002,4096
N,m,-1.37939E-001, 3.33377E-002, 6.34366E-002, 3.75020E-002, 3.09661E-002, 4.29232E-002,4096
N,m,-7.83052E-002, 5.32059E-002, 2.90212E-002, 3.79639E-002, 2.83908E-002, 3.81660E-002,4096
N,m,-7.76856E-002, 7.91296E-002, 2.03507E-002, 1.06829E-001, 2.77614E-002, 4.32046E-002,4096
N,m,-1.09083E-001, 2.09302E-002, 4.56547E-003, 6.72650E-002, 2.56910E-002, 2.38051E-002,4096
N,m,-1.68752E-001, 5.31508E-002, 2.95580E-002, 9.65622E-002, 2.75560E-002, 3.35478E-002,4096
N,m,-1.69529E-001, 4.01838E-002, 5.53199E-002, 2.73783E-002, 2.81774E-002, 2.85646E-002,4096
N,m,-1.38166E-001, 5.94732E-002, 6.33966E-002, 4.72248E-002, 2.93293E-002, 4.30368E-002,4096
N,m, 1.25338E-002, 4.66976E-002, 2.97919E-002, 6.71904E-002, 2.68111E-002, 3.82685E-002,4096
N,m,-2.30280E-001, 2.73571E-002,-4.89470E-003, 7.73921E-002, 2.80328E-002, 1.89872E-002,4096
N,m,-1.09028E-001, 3.38434E-002, 2.99325E-002, 3.75463E-002, 2.65637E-002, 2.85700E-002,4096
N,m, 7.37896E-002, 2.69322E-002, 3.80627E-002, 4.77886E-002, 2.94595E-002, 4.77272E-002,4096
N,m, 4.23750E-002, 7.29553E-002, 5.63406E-002, 4.67418E-002, 2.26939E-002, 3.83914E-002,4096
N,m, 1.63852E-001, 4.65992E-002, 1.23134E-002, 8.73465E-002, 2.77576E-002, 4.30775E-002,4096
