Freq (Hz),Real,Imaginary
3.7700E+02,-8.3700E+00,3.2500E+01
3.7900E+02,-1.0800E+01,3.2000E+01
3.8100E+02,-1.3900E+01,3.0300E+01
3.8300E+02,-1.7000E+01,3.1200E+01
3.8500E+02,-1.7600E+01,3.0600E+01
3.8700E+02,-1.9800E+01,2.7900E+01
3.8900E+02,-2.3100E+01,2.6800E+01
3.9100E+02,-2.6000E+01,2.5100E+01
3.9300E+02,-2.7500E+01,2.3100E+01
3.9500E+02,-2.9600E+01,2.1800E+01
3.9600E+02,-2.9800E+01,1.9800E+01
3.9800E+02,-3.2000E+01,1.7500E+01
4.0000E+02,-3.3200E+01,1.4500E+01
4.0200E+02,-3.4600E+01,1.1700E+01
4.0400E+02,-3.4200E+01,1.0200E+01
4.0600E+02,-3.4600E+01,8.1800E+00
4.0800E+02,-3.5200E+01,4.5600E+00
4.1000E+02,-3.4400E+01,1.5200E+00
4.1200E+02,-3.3500E+01,7.5500E-01
4.1400E+02,-3.4900E+01,-1.8900E+00
4.1600E+02,-3.6000E+01,-6.2800E+00
4.1800E+02,-3.4300E+01,-1.0000E+01
4.2000E+02,-3.4400E+01,-1.2300E+01
4.2200E+02,-3.3100E+01,-1.3000E+01
4.2400E+02,-3.1200E+01,-1.4600E+01
4.2600E+02,-2.8000E+01,-1.6700E+01
4.2800E+02,-2.6600E+01,-2.0500E+01
4.3000E+02,-2.4700E+01,-2.0300E+01
4.3200E+02,-2.2300E+01,-2.4000E+01
4.3400E+02,-1.9400E+01,-2.6800E+01
4.3600E+02,-1.5700E+01,-2.6700E+01
4.3800E+02,-1.3500E+01,-2.7700E+01
4.3900E+02,-1.2600E+01,-2.8400E+01
4.4100E+02,-1.1000E+01,-2.9600E+01
4.4300E+02,-9.8900E+00,-2.8300E+01
4.4500E+02,-1.0100E+01,-2.8300E+01
4.4700E+02,-7.0100E+00,-2.9400E+01
4.4900E+02,-2.7900E+00,-2.7500E+01
4.5100E+02,-1.6600E+00,-2.7600E+01
4.5300E+02,2.0500E+00,-2.7600E+01
4.5500E+02,3.5400E+00,-2.7500E+01
4.5700E+02,4.5900E+00,-2.7700E+01
4.5900E+02,4.9200E+00,-2.4000E+01
4.6100E+02,9.1000E+00,-2.3300E+01
4.6300E+02,9.4300E+00,-2.2900E+01
4.6500E+02,1.1600E+01,-2.3900E+01
4.6700E+02,1.3600E+01,-2.3600E+01
4.6900E+02,1.4500E+01,-2.0700E+01
4.7100E+02,1.5800E+01,-1.9100E+01
4.7300E+02,1.5400E+01,-1.7800E+01
4.7500E+02,1.5100E+01,-1.3500E+01
4.7700E+02,1.4700E+01,-1.2300E+01
4.7900E+02,1.7200E+01,-1.2600E+01
4.8000E+02,1.7100E+01,-1.5200E+01
4.8200E+02,1.7300E+01,-1.4500E+01
4.8400E+02,1.9200E+01,-8.1800E+00
4.8600E+02,2.0200E+01,-7.8500E+00
4.8800E+02,1.9600E+01,-6.3600E+00
4.9000E+02,2.0800E+01,-5.4700E+00
4.9200E+02,2.1500E+01,-5.9300E+00
4.9400E+02,2.0400E+01,-5.3400E+00
4.9600E+02,1.8800E+01,-5.4800E+00
4.9800E+02,1.9600E+01,-5.1200E+00
5.0000E+02,1.8800E+01,4.7300E-01
