Freq (Hz),Real,Imaginary
2.4800E+02,-8.8911E+00,-9.0396E+00
2.5000E+02,-7.9406E+00,-1.0198E+01
2.5200E+02,-6.6535E+00,-1.1287E+01
2.5400E+02,-5.2277E+00,-1.2277E+01
2.5600E+02,-3.8317E+00,-1.3168E+01
2.5800E+02,-2.3069E+00,-1.3762E+01
2.6000E+02,-9.3762E-01,-1.4257E+01
2.6200E+02,6.3960E-01,-1.4653E+01
2.6400E+02,2.4257E+00,-1.4653E+01
2.6600E+02,4.4059E+00,-1.4554E+01
2.6800E+02,6.2475E+00,-1.4257E+01
2.7000E+02,8.0990E+00,-1.3762E+01
2.7100E+02,9.6832E+00,-1.3069E+01
2.7300E+02,1.1584E+01,-1.1881E+01
2.7500E+02,1.3168E+01,-1.0693E+01
2.7700E+02,1.4455E+01,-9.4455E+00
2.7900E+02,1.5941E+01,-7.8317E+00
2.8100E+02,1.7228E+01,-6.1683E+00
2.8300E+02,1.8317E+01,-4.1782E+00
2.8500E+02,1.8713E+01,-2.1287E+00
2.8700E+02,1.9208E+01,-1.3960E-01
2.8900E+02,1.9604E+01,2.4356E+00
2.9100E+02,1.9604E+01,4.8119E+00
2.9300E+02,1.9307E+01,6.7525E+00
2.9500E+02,1.8812E+01,9.5149E+00
2.9700E+02,1.8218E+01,1.1584E+01
2.9900E+02,1.7129E+01,1.4455E+01
3.0100E+02,1.5842E+01,1.6535E+01
3.0300E+02,1.4356E+01,1.8218E+01
3.0500E+02,1.2178E+01,1.9802E+01
3.0700E+02,1.0396E+01,2.1584E+01
3.0900E+02,7.4257E+00,2.3366E+01
3.1100E+02,5.3960E+00,2.4455E+01
3.1300E+02,2.8614E+00,2.5644E+01
3.1400E+02,-1.4851E-01,2.6436E+01
3.1600E+02,-3.5347E+00,2.6535E+01
3.1800E+02,-6.2673E+00,2.6931E+01
3.2000E+02,-8.9604E+00,2.6832E+01
3.2200E+02,-1.2475E+01,2.5743E+01
3.2400E+02,-1.5347E+01,2.4851E+01
3.2600E+02,-1.9109E+01,2.3564E+01
3.2800E+02,-2.1089E+01,2.1683E+01
3.3000E+02,-2.4059E+01,2.0297E+01
3.3200E+02,-2.6337E+01,1.8515E+01
3.3400E+02,-2.9109E+01,1.5941E+01
3.3600E+02,-3.1188E+01,1.1881E+01
3.3800E+02,-3.3069E+01,8.8812E+00
3.4000E+02,-3.4752E+01,5.9901E+00
3.4200E+02,-3.5149E+01,1.7624E+00
3.4400E+02,-3.5545E+01,-9.7030E-01
3.4600E+02,-3.6733E+01,-4.3069E+00
3.4800E+02,-3.6832E+01,-8.9406E+00
3.5000E+02,-3.6931E+01,-1.2574E+01
3.5200E+02,-3.7030E+01,-1.7129E+01
3.5400E+02,-3.4653E+01,-2.1881E+01
3.5500E+02,-3.2574E+01,-2.5545E+01
3.5700E+02,-3.0396E+01,-2.9109E+01
